Contrato;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77
6351960;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
6353617;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
6354706;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
6355390;1;1;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
6355405;2;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
6357841;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
6358872;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
6369773;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
6373577;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9;9;9
6373793;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10
6384426;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11
6391856;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12
6394348;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13
6396185;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;14;14;14;14
6396198;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;8;8;8;8;8;8;9;9;10;10;10;11;11;11;11;11;11;11;11;11;11;11;11;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;13;13;14;14;14;14;14;14;14;14;14;14;14;15;15;15;15
6396344;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;9;9;10;10;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;15;15;15;15;15;15;15;15;15;15;16;16;16;16
6397734;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;14;14;14;15;15;15;15;15;15;15;15;15;15;15;15;15;15;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17
6398496;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;14;14;14;15;15;15;15;15;15;15;15;15;15;15;15;15;15;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17
6400127;1;1;3;3;5;6;6;7;7;7;7;7;7;7;8;9;9;9;9;9;9;9;9;9;10;10;11;12;12;13;13;13;14;14;14;14;14;14;14;14;14;14;14;14;15;15;15;16;16;16;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18
6402214;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;9;9;10;10;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;15;15;15;15;15;15;15;15;15;15;16;16;19;19
6406085;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;15;15;15;15;15;15;15;15;15;15;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18;18;18;18;18;18;18;18;19;19;20;20
6412073;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;14;14;15;15;16;16;16;16;16;16;16;16;16;16;17;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;19;19;19;19;19;19;19;19;19;19;19;20;20;21;21
6429112;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
6429753;2;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
6429769;1;1;1;1;1;1;1;1;1;8;8;8;8;8;9;10;10;10;10;10;10;11;11;11;12;12;13;14;14;15;15;15;16;16;17;17;17;17;17;17;17;17;17;17;18;18;18;19;19;19;19;19;19;19;19;19;19;19;19;19;19;20;20;20;20;20;20;20;20;20;20;20;21;21;22;22
6430564;2;2;2;5;6;7;7;8;8;9;9;9;9;9;10;11;11;11;11;11;11;12;12;12;13;13;14;15;15;16;16;16;17;17;18;18;18;18;18;18;18;18;18;18;19;19;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;21;21;21;21;21;21;21;21;21;21;21;22;22;23;23
6430577;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;19;19;19;19;19;19;20;20;20;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;22;22;22;22;22;22;22;23;23;24;24
6431079;1;1;3;3;5;6;6;7;7;7;7;10;10;10;11;12;12;12;12;12;12;13;13;13;14;14;15;16;16;17;17;17;18;18;19;19;19;19;20;20;20;20;20;20;21;21;21;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;23;23;23;23;23;23;23;23;23;23;24;24;25;25
6431126;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;18;18;19;19;20;20;20;20;21;21;21;21;21;21;22;22;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;25;25;26;26
6431127;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;18;18;19;19;20;20;20;20;21;21;21;21;21;21;22;22;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;25;25;26;26
6431268;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;18;18;19;19;20;20;20;20;21;21;21;21;21;21;22;22;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;24;24;25;25;25;25;25;25;25;25;26;26;27;27
6431273;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;26;26;26;26;26;26;27;27;28;28
6431327;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11
6431414;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;15;15;15;15;15;15;15;15;15;15;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;18;18;18;18;18;18;18;18;18;18;19;19;20;20
6431415;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;13;13;13;13;13;13;14;14;14;15;15;15;15;15;15;15;15;15;15;15;15;15;15;16;16;16;16;16;16;16;16;16;16;16;17;17;17;17
6431427;1;1;3;3;3;3;3;4;4;4;4;4;4;11;12;13;13;13;13;13;13;14;14;14;15;15;16;17;17;18;19;19;20;20;21;21;21;21;22;22;22;22;22;22;23;23;23;24;24;24;24;24;24;24;24;24;24;24;24;24;24;25;25;25;26;26;27;27;27;27;27;27;28;28;29;29
6431524;1;1;1;1;1;1;1;1;1;8;8;8;8;8;9;10;10;10;10;10;10;11;11;11;12;12;13;14;14;15;15;15;16;16;17;17;17;17;17;17;17;17;17;17;18;18;18;19;19;19;19;19;19;19;19;19;19;19;19;19;19;20;20;20;20;20;20;20;20;20;20;20;21;21;22;22
6432724;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;9;9;9;10;10;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;14;14;14;14;14;14;14;14;14;14;14;14;14;14;15;15;15;15;15;15;15;15;15;15;15;16;16;19;19
6432725;2;2;2;5;6;7;8;9;9;10;10;11;11;12;13;14;14;14;14;14;14;15;15;15;16;16;17;18;18;19;20;20;21;21;22;22;22;22;23;23;23;23;23;23;24;24;24;25;25;25;25;25;25;25;25;25;25;25;25;25;25;26;26;26;27;27;28;28;28;28;28;28;29;29;30;30
6434298;1;1;1;1;1;1;1;1;1;8;8;8;8;8;9;10;10;10;10;10;10;11;11;11;12;12;13;14;14;15;15;15;16;16;17;17;17;17;17;17;17;17;17;17;18;18;18;19;19;19;19;19;19;19;19;19;19;19;19;19;19;20;20;20;20;20;20;20;20;20;20;20;21;21;22;22
6434299;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;19;19;19;19;19;19;20;20;20;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;22;22;22;22;22;29;29;30;30;31;31
6436099;2;3;4;4;4;4;4;5;5;5;5;5;12;13;14;15;15;15;15;15;15;16;16;16;17;17;18;19;19;20;21;21;22;22;23;23;23;23;24;24;24;24;24;24;25;25;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;27;27;27;28;28;29;29;29;29;30;30;31;31;32;32
6436100;2;3;4;4;4;4;4;5;5;5;5;5;12;13;14;15;15;15;15;15;15;16;16;16;17;17;18;19;19;20;21;21;22;22;23;23;23;23;24;24;24;24;24;24;25;25;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;27;27;27;28;28;29;29;29;29;30;30;31;31;32;32
6436974;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;18;18;19;19;20;20;20;20;21;21;21;21;21;21;22;22;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;24;24;24;24;24;24;24;24;24;24;24;25;25;26;26
6438510;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;14;14;15;15;16;16;16;16;16;16;16;16;16;16;17;17;17;18;18;18;18;18;18;27;27;27;27;27;27;27;27;28;28;28;29;29;30;30;30;30;31;31;32;32;33;33
6438908;2;2;2;5;6;7;7;8;8;9;9;9;9;9;10;11;11;11;11;11;11;12;12;12;13;13;14;15;15;16;16;16;17;17;18;18;18;18;18;18;18;18;18;18;19;19;19;20;20;20;20;20;20;20;20;20;20;20;20;20;20;21;21;21;21;21;21;21;21;21;21;21;22;22;23;23
6439676;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;13;13;13;13;13;13;14;14;14;14
6439812;2;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
6439813;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;26;26;26;26;26;26;27;27;28;28
6439814;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
6440330;2;2;2;5;6;7;7;8;8;9;9;9;9;9;10;11;11;11;11;11;11;12;12;12;13;13;14;15;15;16;16;22;23;23;24;24;24;24;25;25;25;25;25;25;26;26;26;27;27;27;27;27;27;28;28;28;28;28;28;28;28;29;29;29;30;30;31;31;31;31;32;32;33;33;34;34
6440364;1;1;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
6440894;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;25;26;26;26;26;26;26;27;27;27;28;28;28;28;28;28;29;29;29;29;29;29;29;29;30;30;30;31;31;32;32;32;32;33;33;34;34;35;35
6441166;1;1;3;3;3;3;3;4;4;4;4;4;4;11;12;13;13;13;13;13;13;14;14;14;15;18;19;20;20;21;22;23;24;24;25;25;25;26;27;27;27;27;27;27;28;28;28;29;29;29;29;29;29;30;30;30;30;30;30;30;30;31;31;31;32;32;33;33;33;33;34;34;35;35;36;36
6441173;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;19;19;19;19;19;19;20;20;20;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;22;22;22;22;22;22;22;23;23;24;24
6441356;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;25;26;26;26;26;26;26;27;27;27;28;28;28;28;28;28;29;29;29;29;29;29;29;29;30;30;30;31;31;32;32;32;32;33;33;34;36;37;37
6441467;1;1;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;26;26;27;28;28;28;28;28;28;29;29;29;30;30;30;30;30;30;31;31;31;31;31;31;31;31;32;32;32;33;33;34;34;34;34;35;35;36;37;38;38
6441469;1;1;3;3;3;3;3;4;10;11;11;12;13;14;15;16;16;16;16;16;16;17;17;17;18;19;20;21;21;22;23;24;25;25;26;27;27;28;29;29;29;29;29;29;30;30;30;31;31;31;31;31;31;32;32;32;32;32;32;32;32;33;33;33;34;34;35;35;35;35;36;36;37;38;39;39
6441899;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;19;19;19;19;19;19;20;20;20;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;22;22;22;22;22;22;22;23;23;24;24
6441924;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;9;9;9
6443006;2;3;4;4;4;4;4;5;5;5;5;5;12;13;14;15;15;15;15;15;15;16;16;16;17;17;18;19;19;20;21;21;22;22;23;23;23;23;24;24;24;24;24;24;25;25;25;26;26;26;26;26;26;26;26;26;26;26;26;26;26;27;27;27;28;28;29;29;29;29;30;30;31;31;32;32
6443818;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;36;36;36;37;37;38;39;40;40
6443831;1;1;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
6444403;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;12;12;12;12;12;12;12;12;12;12;12;12;12;12;13;13;13;13;13;26;26;26;26;26;26;27;27;28;28
6444534;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;14;14;15;15;16;16;16;16;16;16;16;30;30;30;31;31;31;32;32;32;32;32;32;33;33;33;33;33;33;33;33;34;34;34;35;35;36;37;37;37;38;38;39;40;41;41
6445155;1;1;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
6447936;2;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
6449098;1;1;3;3;3;3;3;4;4;4;4;4;4;11;12;13;13;13;13;13;13;14;14;14;15;15;16;17;22;23;24;25;26;26;27;28;28;29;30;30;30;31;31;31;32;32;32;33;33;33;33;33;33;34;34;34;34;34;34;34;34;35;35;35;36;36;37;38;38;38;39;39;40;41;42;42
6449099;2;2;2;5;6;7;7;8;8;9;9;9;9;9;10;11;17;17;17;17;17;18;18;18;19;20;21;22;23;24;25;26;27;27;28;29;29;30;31;31;31;32;32;32;33;33;33;34;34;34;34;34;34;35;35;35;35;35;35;35;35;36;36;36;37;37;38;39;39;39;40;40;41;42;43;43
6449806;1;1;3;3;3;3;3;4;4;4;4;4;4;11;12;13;13;13;13;13;13;14;14;14;15;18;19;20;20;21;22;23;24;24;25;25;25;26;27;27;27;27;27;27;28;28;28;29;29;29;29;29;29;30;30;36;36;36;36;36;36;37;37;37;38;38;39;40;40;40;41;41;42;43;44;44
6451307;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;10;11;11;12;12;12;13;13;13;13;13;13;19;19;19;19;19;19;20;20;20;21;21;21;21;21;21;21;21;21;21;21;21;21;21;22;22;22;22;22;22;22;22;22;29;29;30;30;31;31
6451505;1;1;3;3;5;5;5;6;6;6;6;6;6;6;7;8;8;8;8;8;8;10;10;10;11;11;12;13;13;14;14;14;15;15;16;16;16;16;16;16;16;16;16;16;17;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;19;19;19;19;19;19;19;19;19;19;19;20;20;21;21
6451703;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;37;37;38;38;38;39;39;40;41;41;41;42;42;43;44;45;45
6452755;2;2;2;5;6;7;7;8;8;9;9;9;9;9;10;11;11;11;11;11;11;12;12;12;13;13;14;15;15;16;16;22;23;23;24;24;24;24;25;25;25;25;25;25;26;26;26;27;27;27;27;27;27;28;28;28;28;37;37;38;38;39;39;39;40;40;41;42;42;42;43;43;44;45;46;46
6453070;1;1;3;3;5;6;6;7;7;7;7;10;10;10;11;12;12;12;12;12;12;13;13;13;14;14;15;16;16;17;17;17;18;18;19;19;19;19;20;20;20;20;20;20;21;21;21;22;22;35;35;35;35;36;36;37;37;38;38;39;39;40;40;40;41;41;42;43;43;43;44;44;45;46;47;47
6453255;2;3;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
6453259;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
6453523;2;2;2;2;2;2;2;3;3;3;3;3;3;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;11;11;11;11;11;11;11;11;11;11;12;12;12;12
